# Yarn → Mojmap 成员对照表（m413 gradlew mojmapMembers 生成，勿手改）
# 过滤：仅本仓源码出现过的标识符 × 名字确实变了的成员；列=种类(M/F)	Yarn名	Mojmap名	宿主类(样本)
M	clamp	makeSureValueIsntTooLowOrTooHigh	GossipContainer$EntityGossips
M	clamp	normalize	SegmentedAnglePrecision
M	clamp	sanitizeValue	Attribute
M	clear	cleanupAfterDisconnect	DownloadedPackSource
M	clear	cleanupAfterTick	LevelTicks
M	clear	clearAll	SectionBufferBuilderPack
M	clear	clearAllBlockEntities	LevelChunk
M	clear	clearBatchQueue	SectionRenderDispatcher
M	clear	clearContent	Clearable
M	clear	clearCounts	FeatureCountTracker
M	clear	clearItems	BundleContents$Mutable
M	clear	clearMemory	MobSensor
M	clear	clearMessages	ChatComponent
M	clear	clearTextureData	TextureAtlas
M	clear	done	NodeEvaluator
M	clear	fill	DataLayer
M	clear	onDisconnected	Gui
M	clear	prepareForCommand	RconConsoleSource
M	clear	releaseAllBuffers	ViewArea
M	clear	removeAllBehaviors	Brain
M	clear	removeAllGoals	GoalSelector
M	clear	removeTag	NbtPathArgument$Node
M	clear	reset	BossHealthOverlay,ComponentCollector,DebugScreenOverlay,PlayerTabOverlay,SampleStorage,SectionRenderDispatcher$RenderSection
M	clear	resetTextures	FontSet
M	clear	startOver	VibrationSelector
M	clear	stop	GameTestRunner
M	clear	tick	Sensing
M	clear	tryClear	Clearable
M	clear	vacuumCacheDir	DownloadCacheCleaner
M	clickButton	handleInventoryButtonClick	MultiPlayerGameMode
M	close	cancel	TimerQuery$FrameProfile
M	close	cleanup	Library,Library$ChannelPool
M	close	clear	ChannelAccess,SoundBufferLibrary
M	close	closeSocket	RconClient
M	close	closedScreen	ServerboundSeenAdvancementsPacket
M	close	destroy	Channel,SoundManager
M	close	discard	SpriteSource$SpriteSupplier
M	close	discardAlBuffer	SoundBuffer
M	close	exit	SpectatorMenu
M	close	onClose	Screen
M	close	onSpectatorMenuClosed	SpectatorMenuListener
M	close	release	ChannelAccess$ChannelHandle,LazyLoadedImage,SectionCompiler$Results
M	codec	flatCodec	ComponentSerialization
M	codec	fromCodec	ByteBufCodecs
M	codec	hashedCodec	TagKey
M	codec	persistent	DataComponentType$Builder
M	collect	apply	StreamCodec
M	collect	generateAndApplyUpdate	LastSeenMessagesTracker
M	collect	toLineSeparatedString	SystemReport
M	collect	validate	CreativeModeTabs
M	collect	validateDirectory	DirectoryValidator
M	color	setColor	VertexConsumer
M	commit	commitEvent	NetworkSummaryEvent$SumAggregation
M	commit	onRename	EditWorldScreen
M	component	hasComponents	ItemPredicate$Builder
M	contains	containsKey	Registry
M	contains	containsPoint	GuiGraphics$ScissorStack,ScreenRectangle
M	contains	has	DataComponentHolder,DataComponentMap,StackedContents
M	contains	hasParam	LootParams
M	contains	hasProperty	StateHolder
M	contains	hasStartIndex	StructureFeatureIndexSavedData
M	contains	is	PoiType
M	contains	isBanned	UserBanList
M	contains	isFull	DiscreteVoxelShape
M	contains	isInside	BoundingBox
M	contains	isInsidePiece	PiecesContainer
M	contains	isSubset	FeatureFlagRegistry
M	contains	isValueInRange	InclusiveRange
M	contains	isWithinBounds	WorldBorder
M	contains	matches	GameTypePredicate
M	containsKey	contains	CrudeIncrementalIntIdentityHashBiMap,IdMapper
M	containsKey	hasLayer	DataLayerStorageMap
M	contract	deflate	AABB
M	copy	add	FileZipper
M	copy	copyData	WardenSpawnTracker
M	copy	copyReset	GameTestInfo
M	copy	copySections	ResourceMetadata
M	copy	copySlot	TextureMapping
M	copy	copyWithoutBehaviors	Brain
M	copy	getAllInstances	ClassInstanceMultiMap
M	copy	getTyped	DataComponentMap
M	copy	locked	MapItemSavedData
M	copy	ofFullCopy	BlockBehaviour$Properties
M	copy	parameters	NormalNoise
M	copy	repeatFirstLayer	SkyLightSectionStorage
M	copy	tryCraftCopy	WrittenBookContent
M	copyFrom	copyNameIconFrom	ServerData
M	copyFrom	copyOverData	RecipeBook
M	copyFrom	merge	CompoundTag
M	copyFrom	replaceFrom	RecipeBookSettings
M	copyFrom	restoreFrom	Entity,ServerPlayer
M	copyFrom	set	VaultServerData,VaultSharedData
M	copyFrom	setDetailsFrom	MobEffectInstance
M	copyNbt	copyData	IOWorker$PendingStore
M	copyNbt	copyTag	CustomData
M	copyOf	bind	HolderSet$Named
M	copyOf	extend	Selector
M	copyOf	of	NonNullList
M	count	countItem	Container
M	count	countMatching	NbtPathArgument$NbtPath
M	count	getCount	EnderDragonPhase
M	count	getCountInRange	PoiManager
M	count	getLineCount	MultiLineLabel
M	count	withCount	ItemPredicate$Builder
M	craft	assemble	Recipe
M	craft	dispenseFrom	CrafterBlock
M	craft	doBrew	BrewingStandBlockEntity
M	craft	mix	PotionBrewing
M	craftRecipe	burn	AbstractFurnaceBlockEntity
M	create	advancement	Advancement$Builder
M	create	allOf	AllOfCondition
M	create	alreadyLocked	DirectoryLock$LockException
M	create	bake	PlayerSkinWidget$Model
M	create	between	UniformGenerator
M	create	big	OptionsList$Entry,OptionsList$OptionEntry
M	create	binomial	BinomialDistributionGenerator
M	create	biomeMapped	StructuresBecomeConfiguredFix$Conversion
M	create	block	BlockPredicate$Builder
M	create	bootstrap	PotionBrewing
M	create	bredAnimals	BredAnimalsTrigger$TriggerInstance
M	create	builder	CreativeModeTab,LootContextParamSet,RenderStateShard$MultiTextureStateShard
M	create	changedDimension	ChangeDimensionTrigger$TriggerInstance
M	create	changedDurability	ItemDurabilityTrigger$TriggerInstance
M	create	channeledLightning	ChanneledLightningTrigger$TriggerInstance
M	create	condition	Condition
M	create	constructedBeacon	ConstructBeaconTrigger$TriggerInstance
M	create	craftedItem	RecipeCraftedTrigger$TriggerInstance
M	create	createAccessor	EntityDataSerializer
M	create	createBuiltinPack	BuiltInPackSource
M	create	createCriterion	CriterionTrigger
M	create	createDefault	BlockColors,ItemColors,LevelStorageSource,MessageSignatureCache
M	create	createFixerUpper	DataFixers
M	create	createForFlat	ChunkGeneratorStructureState
M	create	createForNormal	ChunkGeneratorStructureState
M	create	createForPacket	BundlerInfo
M	create	createFromExisting	CreateWorldScreen
M	create	createFromGameruleRadius	LoggerChunkProgressListener,StoringChunkProgressListener
M	create	createFromList	MultiNoiseBiomeSource
M	create	createFromPreset	MultiNoiseBiomeSource
M	create	createFromService	AddressCheck
M	create	createInstance	EnderDragonPhase
M	create	createLevelSpreader	SculkSpreader
M	create	createLocation	ModelLayers
M	create	createMinecart	AbstractMinecart
M	create	createNothing	EntityType$Builder
M	create	createPiece	NetherFortressPieces$BridgeCrossing,NetherFortressPieces$BridgeEndFiller,NetherFortressPieces$BridgeStraight,NetherFortressPieces$CastleCorridorStairsPiece,NetherFortressPieces$CastleCorridorTBalconyPiece,NetherFortressPieces$CastleEntrance
M	create	createStandardGenerator	Main
M	create	createStarted	ProcessorChunkProgressListener
M	create	createSubscription	DataFetcher
M	create	createTask	DataFetcher
M	create	createTerrainParticle	TerrainParticle
M	create	createTickProfiler	SingleTickProfiler
M	create	createTypeAndComponentsSet	ItemStackLinkedSet
M	create	crossbowKilled	KilledByCrossbowTrigger$TriggerInstance
M	create	current	ServerStatus$Version
M	create	custom	ServerLinks$Entry
M	create	damageInstance	DamagePredicate$Builder
M	create	damageType	DamageSourcePredicate$Builder
M	create	defaults	LayoutSettings
M	create	destroyedBeeNest	BeeNestDestroyedTrigger$TriggerInstance
M	create	effects	MobEffectsPredicate$Builder
M	create	element	TagEntry
M	create	entity	EntityPredicate$Builder
M	create	entityHurtPlayer	EntityHurtPlayerTrigger$TriggerInstance
M	create	entityPresent	LootItemEntityPropertyCondition
M	create	equipment	EntityEquipmentPredicate$Builder
M	create	evaluate	Percentiles
M	create	exact	IntRange
M	create	exactly	ConstantValue
M	create	fallAfterExplosion	FallAfterExplosionTrigger$TriggerInstance
M	create	filledBucket	FilledBucketTrigger$TriggerInstance
M	create	findPieceBox	StrongholdPieces$FillerCorridor
M	create	fishedItem	FishingRodHookedTrigger$TriggerInstance
M	create	flags	EntityFlagsPredicate$Builder
M	create	fluid	FluidPredicate$Builder
M	create	forChunk	NoiseChunk
M	create	forChunks	ClientboundChunksBiomesPacket
M	create	forContainer	DataSlot
M	create	forEnchantmentLevel	EnchantmentLevelProvider
M	create	forFeaturePack	PackMetadataGenerator
M	create	forName	FixedScoreboardNameProvider
M	create	forTarget	ContextScoreboardNameProvider
M	create	forThrowable	CrashReport
M	create	forValueType	EntityDataSerializer
M	create	from	ClientboundTickingStatePacket,ClientboundTickingStepPacket,ResolvedServerAddress,SignatureValidator,Signer
M	create	fromCorners	BoundingBox
M	create	fromEither	EitherHolder
M	create	fromItem	BookViewScreen$BookAccess
M	create	fromJsonStream	ResourceMetadata
M	create	fromLines	CommandFunction
M	create	fromPatch	PatchedDataComponentMap
M	create	fromScoreboard	ScoreboardValue
M	create	generate	EndCityPieces$SectionGenerator
M	create	generateBlockModel	ItemModelGenerator
M	create	generic	SimpleCookingRecipeBuilder
M	create	getLegacyStructureHandler	LegacyStructureDataHandler
M	create	getOffer	VillagerTrades$ItemListing
M	create	getPhase	EnderDragonPhaseManager
M	create	gotEffectsFrom	EffectsChangedTrigger$TriggerInstance
M	create	hasEffects	EffectsChangedTrigger$TriggerInstance
M	create	hasScores	EntityHasScoreCondition
M	create	instantiate	TimerQuery$TimerQueryLazyLoader
M	create	internalRegister	BuiltInRegistries
M	create	item	ItemPredicate$Builder
M	create	itemUsedOnEntity	PlayerInteractTrigger$TriggerInstance
M	create	itemUsedOnLocation	ItemUsedOnLocationTrigger$TriggerInstance
M	create	knownType	ServerLinks$Entry
M	create	levitated	LevitationTrigger$TriggerInstance
M	create	light	LightPredicate$Builder
M	create	lightningStrike	LightningStrikeTrigger$TriggerInstance
M	create	list	EntryGroup
M	create	load	LevelChunkTicks,SignText
M	create	loadDefault	Language
M	create	location	LocationPredicate$Builder
M	create	lookingAt	UsingItemTrigger$TriggerInstance
M	create	lootTableUsed	LootTableTrigger$TriggerInstance
M	create	makeBrain	AllayAi,ArmadilloAi,AxolotlAi,BreezeAi,CamelAi,FrogAi
M	create	multiPart	MultiPartGenerator
M	create	multiVariant	MultiVariantGenerator
M	create	multiline	SystemToast
M	create	newInstance	WorldgenRandom$Algorithm
M	create	noWind	LargeDripstoneFeature$WindOffsetter
M	create	of	BiasedToBottomHeight,BiasedToBottomInt,BlockBehaviour$Properties,BlockEntityType$Builder,CarverDebugSettings,ClampedInt
M	create	onCreated	LevelCallback
M	create	open	EventLogDirectory,JsonEventLog,TelemetryLogManager
M	create	openFresh	CreateWorldScreen
M	create	player	PlayerPredicate$Builder
M	create	playerHurtEntity	PlayerHurtEntityTrigger$TriggerInstance
M	create	playerHurtEntityWithDamage	PlayerHurtEntityTrigger$TriggerInstance
M	create	playerStartsRiding	StartRidingTrigger$TriggerInstance
M	create	probe	SavedTick,ScheduledTick
M	create	properties	PropertyDispatch,StatePropertiesPredicate$Builder
M	create	property	PropertyDispatch
M	create	randomEnchantment	EnchantRandomlyFunction
M	create	range	IntRange
M	create	readMetaAndCreate	Pack
M	create	reference	References
M	create	register	BlockEntityType,ReputationEventType,VillagerType
M	create	registerCustom	ObjectiveCriteria
M	create	registerDefaulted	BuiltInRegistries
M	create	registerSimple	BuiltInRegistries
M	create	reload	Settings
M	create	scan	Column
M	create	sequential	SequentialEntry
M	create	setContents	ContainerComponentManipulator
M	create	shaped	ShapedRecipeBuilder
M	create	shapeless	ShapelessRecipeBuilder
M	create	shared	DataSlot
M	create	shotCrossbow	ShotCrossbowTrigger$TriggerInstance
M	create	showFrameFor	MinecraftServerGui
M	create	simple	BlockColumnConfiguration
M	create	slidesDownBlock	SlideDownBlockTrigger$TriggerInstance
M	create	small	OptionsList$Entry,OptionsList$OptionEntry
M	create	smithing	SmithingTransformRecipeBuilder
M	create	smithingTrim	SmithingTrimRecipeBuilder
M	create	source	DamageSources
M	create	special	SpecialRecipeBuilder
M	create	sprite	ImageWidget
M	create	standalone	DataSlot
M	create	stroll	RandomStroll
M	create	strollFlyOrSwim	RandomStroll
M	create	summonedEntity	SummonedEntityTrigger$TriggerInstance
M	create	tamedAnimal	TameAnimalTrigger$TriggerInstance
M	create	targetHit	TargetBlockTrigger$TriggerInstance
M	create	texture	ImageWidget
M	create	time	TimeCheck
M	create	toGameTestBatch	GameTestBatchFactory
M	create	tradedWithVillager	TradeTrigger$TriggerInstance
M	create	trivial	StructuresBecomeConfiguredFix$Conversion
M	create	tryDetectVersion	DetectedVersion
M	create	unlocked	RecipeUnlockedTrigger
M	create	usedTotem	UsedTotemTrigger$TriggerInstance
M	create	variant	Variant
M	create	weather	WeatherCheck
M	create	withFilledBounds	BitSetDiscreteVoxelShape
M	create	withLength	AnimationDefinition$Builder
M	createDefault	allocateLayer	BlockTintCache$CacheData
M	createDefault	createInitial	CommonListenerCookie
M	createDefault	createVanillaPack	BuiltInPackSource
M	createMockCreativeServerPlayerInWorld	makeMockServerPlayerInLevel	GameTestHelper
M	createMockPlayer	makeMockPlayer	GameTestHelper
M	createNbt	saveWithoutMetadata	BlockEntity
M	currentRecipe	getRecipe	RecipeButton
M	decode	decodeProperty	TelemetryPropertyMap$1
M	decode	getSection	ResourceMetadata
M	decode	read	MapItemSavedData$MapPatch,Utf8String
M	decode	readById	FriendlyByteBuf
M	decode	readWithCodec	FriendlyByteBuf
M	decode	readWithCodecTrusted	FriendlyByteBuf
M	decrement	shrink	ItemStack
M	detach	unRide	Entity
M	dimension	setDimension	LocationPredicate$Builder
M	dimension	size	SpriteIconButton$Builder
M	direct	element	TagEntry$Lookup
M	discard	setRemovalReasonIfNotSet	ServerPackManager$ServerPackData
M	display	addHighlight	RecipeBook
M	displayName	title	CreativeModeTab$Builder
M	done	onDone	StructureBlockEditScreen
M	down	below	Vec3i
M	draw	blit	ClientBundleTooltip
M	draw	blitToScreen	RenderTarget
M	draw	doRender	BrainDebugRenderer
M	draw	drawIcon	ServerSelectionList$OnlineServerEntry
M	draw	drawInBatch	Font
M	draw	drawManaged	GuiGraphics
M	draw	drawWithShader	VertexBuffer
M	draw	endBatch	MultiBufferSource$BufferSource
M	draw	endOutlineBatch	OutlineBufferSource
M	draw	flush	GuiGraphics
M	draw	render	BakedGlyph,CubeMap,GhostRecipe,MapRenderer,PlayerSkinWidget$Model,RecipeBookPage
M	draw	renderLeftAlignedNoShadow	MultiLineLabel
M	draw	renderLogo	LogoRenderer
M	drawBackground	draw	AdvancementTabType
M	drawBackground	drawSlot	GameModeSwitcherScreen$GameModeSlot
M	drawBackground	drawTab	AdvancementTab
M	drawBackground	renderBg	AbstractContainerScreen
M	drawBox	renderBackground	AbstractScrollWidget
M	drawBox	renderBorder	AbstractScrollWidget
M	drawBox	renderFilledBox	DebugRenderer
M	drawBox	renderLineBox	LevelRenderer
M	drawForeground	renderLabels	AbstractContainerScreen
M	drawItem	renderFloatingItem	AbstractContainerScreen
M	drawItem	renderItem	GuiGraphics
M	drawSelection	renderHighlight	BookEditScreen,MultiLineEditBox
M	drawSlot	renderSlot	AbstractContainerScreen,ClientBundleTooltip
M	drawString	renderFloatingText	DebugRenderer
M	drawString	renderTextOverBlock	RaidDebugRenderer
M	drawString	renderTextOverHive	BeeDebugRenderer
M	drawString	renderTextOverMob	BeeDebugRenderer,BrainDebugRenderer
M	drawString	renderTextOverPoi	BrainDebugRenderer
M	drawString	renderTextOverPos	BeeDebugRenderer,BrainDebugRenderer
M	drawText	drawString	GuiGraphics
M	drawText	renderLines	DebugScreenOverlay
M	drawText	renderText	ClientTooltipComponent
M	drop	addDynamicDrops	LootContext
M	drop	dropAllDeathLoot	LivingEntity
M	drop	throwItemsTowardPos	PiglinAi
M	drops	createSelfDropDispatchTable	BlockLootSubProvider
M	drops	createSingleItemTable	BlockLootSubProvider
M	drops	createSingleItemTableWithSilkTouch	BlockLootSubProvider
M	dump	dumpChunks	ChunkMap,DistanceManager$FixedPlayerDistanceChunkTracker
M	dump	dumpSections	PersistentEntitySectionManager
M	dump	dumpTickets	DistanceManager
M	dump	logCounts	FeatureCountTracker
M	dump	saveDebugReport	MinecraftServer,ServerLevel
M	dump	scheduleSaveResults	ActiveMetricsRecorder
M	duration	setupTicks	GameTest
M	eat	eatEntity	ShootTongue
M	eat	usePlayerItem	Animal
M	empty	any	ItemJukeboxPlayablePredicate
M	empty	composite	FormattedCharSequence
M	empty	create	WeightedRandomList
M	empty	createEmptyComponent	ComponentDataFixUtils
M	empty	of	FeatureFlagSet,Ingredient
M	enchant	enchantItem	EnchantmentHelper
M	enchantment	withEnchantment	SetEnchantmentsFunction$Builder
M	encode	encodeComponent	DataComponentPatch$1
M	encode	encodeProperty	TelemetryPropertyMap$1
M	encode	encodeValue	TypedDataComponent
M	encode	resolve	EncoderCache$Key
M	encode	save	ItemStack
M	encode	serializeStart	Brain
M	encode	write	MapItemSavedData$MapPatch,Utf8String
M	encode	writeById	FriendlyByteBuf
M	encode	writeCap	CustomPacketPayload$1
M	encode	writeWithCodec	FriendlyByteBuf
M	end	buildOrThrow	BufferBuilder
M	end	clearToast	BundleTutorial
M	end	stop	MinecraftServer$TimeProfiler
M	endVertex	endLastVertex	BufferBuilder
M	entries	displayItems	CreativeModeTab$Builder
M	entries	unpack	GossipContainer
M	equals	forExactClass	EntityTypeTest
M	equals	hasPatternAndMaterial	ArmorTrim
M	equals	is	MobEffectInstance
M	equals	isSame	GlDebug$LogEntry
M	equals	same	KeyMapping
M	execute	apply	CopyCustomDataFunction$CopyOperation,CustomModifierExecutor
M	execute	clearInventory	ClearInventoryCommands
M	execute	clearUnlimited	ClearInventoryCommands
M	execute	clone	CloneCommands
M	execute	damage	DamageCommand
M	execute	enchant	EnchantCommand
M	execute	executeOnChannels	ChannelAccess
M	execute	fill	FillBiomeCommand
M	execute	fillBlocks	DebugPathCommand,FillCommand
M	execute	format	ListPlayersCommand
M	execute	giveItem	GiveCommand
M	execute	kickPlayers	KickCommand
M	execute	kill	KillCommand
M	execute	performCommand	BaseCommandBlock,Commands
M	execute	playSound	PlaySoundCommand
M	execute	publish	PublishCommand
M	execute	randomSample	RandomCommand
M	execute	registerForExecution	ProcessorMailbox
M	execute	run	CustomCommandExecutor
M	execute	schedule	ScheduleCommand
M	execute	sendMessage	MsgCommand,TeamMsgCommand
M	execute	sendParticles	ParticleCommand
M	execute	setBlock	SetBlockCommand
M	execute	setDifficulty	DifficultyCommand
M	execute	setIdleTimeout	SetPlayerIdleTimeoutCommand
M	execute	setMode	DefaultGameModeCommands,GameModeCommand
M	execute	setSpawn	SetSpawnCommand,SetWorldSpawnCommand
M	execute	showList	BanListCommands
M	execute	spawnArmorTrims	SpawnArmorTrimsCommand
M	execute	spawnEntity	SummonCommand
M	execute	spawnMobs	DebugMobSpawningCommand
M	execute	spectate	SpectateCommand
M	execute	spreadPlayers	SpreadPlayersCommand
M	execute	stopSound	StopSoundCommand
M	execute	teleportToEntity	TeleportCommand
M	execute	teleportToPos	TeleportCommand
M	experienceLevel	setLevel	PlayerPredicate$Builder
M	extract	addItem	HopperBlockEntity
M	extract	suckInItems	HopperBlockEntity
M	extract	tryTakeInItemFromSlot	HopperBlockEntity
M	fail	delayCyclesAfterFailure	RepeatedDelayStrategy
M	fail	returnFailure	Frame
M	fail	sendAuthFailure	RconClient
M	fail	thenFail	GameTestSequence
M	failed	failedTests	TestFinder$Builder
M	failed	hasFailedRequired	MultipleTestTracker
M	fill	fillAllDirectly	DensityFunction$ContextProvider
M	fill	fillArray	DensityFunction
M	fill	generateAirBox	StructurePiece
M	fill	set	WoodlandMansionPieces$SimpleGrid
M	fill	setAll	VisibilitySet
M	fill	turnBottleIntoItem	BottleItem
M	fillInputSlots	handlePlacement	RecipeBookMenu
M	fillInputSlots	handleRecipeClicked	ServerPlaceRecipe
M	fillInputSlots	recipeClicked	ServerPlaceRecipe
M	filter	apply	FilterMask
M	filter	filtered	FilteredText
M	filtered	filter	DataComponentMap
M	find	createGameTestInfo	TestCommand
M	find	getPos	AirAndWaterRandomPos,DefaultRandomPos,HoverRandomPos,LandRandomPos
M	find	getPosTowards	AirRandomPos
M	find	getRandomSwimmablePos	BehaviorUtils
M	find	getValueOrNull	Options$2
M	findLeftEdge	updateScreenPosition	RecipeBookComponent
M	findTarget	findRandomPosition	PanicGoal
M	findTarget	getPanicPos	AnimalPanic
M	findTarget	pickCandidate	LongJumpToRandomPos
M	finish	close	HashCache$CacheUpdater,Screenshot
M	finish	finalTick	PistonMovingBlockEntity
M	finish	finishReload	ResourceLoadStateTracker
M	fit	add	Stitcher$Region
M	fit	addToStorage	Stitcher
M	fixed	absolute	VerticalAnchor
M	floorMod	positiveModulo	Mth
M	flow	spreadTo	FlowingFluid
M	flush	flushChannel	Connection
M	flush	saveAll	PersistentEntitySectionManager
M	forEach	apply	NbtPathArgument$NbtPath
M	forEach	forEachResolved	PoolAliasBinding
M	forEach	get	LevelEntityGetter
M	forEach	getAll	BitStorage
M	forEach	getEntities	EntityLookup,EntitySection
M	forEach	logAndRun	TestCommand$Runner
M	format	getShortDescription	DebugPackets
M	format	nanosToMilisString	TickCommand
M	format	prettyPrint	ClientSuggestionProvider
M	format	resolveComponent	MessageArgument$Message
M	format	toComponent	MessageArgument$Message,MessageArgument$Part
M	format	toDisplayString	AbstractDebugChart
M	format	toString	CubicSpline$Multipoint
M	frame	createTopFrame	ExecutionContext
M	from	bottomOf	SectionPos
M	from	changedDimensionFrom	ChangeDimensionTrigger$TriggerInstance
M	from	forVersion	PackCompatibility
M	from	fromAxisAndDirection	Direction
M	from	fromLevel	StructurePieceSerializationContext
M	from	getByName	VillagerMetaDataSection$Hat
M	from	of	AABB,SectionPos
M	from	unitCubeFromLowerCorner	AABB
M	fromBlockState	blockToFallLocation	FallLocation
M	fromBlockState	writeBlockState	NbtUtils
M	fromBuf	createFromStream	Node,Path
M	fromBuf	read	MessageSignature,MessageSignature$Packed,Path$DebugData,RemoteChatSession$Data,SynchedEntityData$DataValue,TagNetworkSerialization$NetworkPayload
M	fromIndex	decode	TrialSpawner$FlameParticle
M	fromString	getByName	LootContext$EntityTarget
M	fromString	read	VideoMode
M	gameMode	setGameType	PlayerPredicate$Builder
M	get	buffer	SectionBufferBuilderPack
M	get	by	BlockModelRotation
M	get	byClass	ArgumentTypeInfos
M	get	byId	IdMap,MapColor,PrioritizeChunkUpdates,VertexFormatElement
M	get	byIdUnsafe	MapColor$Brightness
M	get	byKey	RecipeManager
M	get	byKeyTyped	RecipeManager
M	get	byString	EntityType
M	get	bytesAllocatedPerSecond	DebugScreenOverlay$AllocationRateCalculator
M	get	cloner	Cloner$Factory
M	get	evaluate	ContainerLevelAccess,RandomSpreadType
M	get	findByIndex	RealmsSlotOptionsScreen
M	get	findPackInfo	ServerPackManager
M	get	findValue	Climate$ParameterList
M	get	from	Environment
M	get	fromId	RegionFileVersion
M	get	getArgument	SignableCommand
M	get	getBlockByColor	ShulkerBoxBlock
M	get	getBlockEntity	BlockEntityType
M	get	getData	DataSource
M	get	getEntity	EntityLookup
M	get	getEntry	RegistrySetBuilder$3
M	get	getFirstAvailable	Heightmap
M	get	getForFileSystem	PathAllowList
M	get	getFromIngredient	TrimMaterials
M	get	getFromTemplate	TrimPatterns
M	get	getFunction	ServerFunctionLibrary
M	get	getInternal	SortedArraySet
M	get	getItemUnsafe	BundleContents
M	get	getLastIdFor	ClassTreeIdRegistry
M	get	getLayer	BlockTintCache$CacheData,DataLayerStorageMap,LayeredRegistryAccess
M	get	getLayerListener	LevelLightEngine
M	get	getLowestSourceY	ChunkSkyLightSources
M	get	getOrDefault	Language
M	get	getOrLoad	SectionStorage,SkinManager$TextureCache
M	get	getParamOrNull	LootContext
M	get	getParameter	LootParams,LootParams$Builder
M	get	getPoiRecord	PoiSection
M	get	getProfileResultsFor	RealmsServerPlayerLists
M	get	getProperty	ItemProperties
M	get	getRecords	PoiSection
M	get	getRenderer	BlockEntityRenderDispatcher
M	get	getRequired	JsonUtils
M	get	getRule	GameRules
M	get	getSerializer	EntityDataSerializers
M	get	getSoundEvent	SoundManager
M	get	getSplash	SplashManager
M	get	getState	BlockStateProvider
M	get	getStepTo	ChunkPyramid
M	get	getStoredLevel	LayerLightSectionStorage
M	get	getSupplier	DefaultAttributes
M	get	getTag	NbtPathArgument$Node
M	get	getValue	StateHolder,SynchedEntityData$DataItem
M	get	getValueForAggregation	AbstractDebugChart
M	get	lookup	ChatLog
M	get	lookupTag	HolderSetCodec
M	get	parseFile	EventLogDirectory
M	get	read	CustomData
M	get	registryOrThrow	RegistryAccess
M	get	resolve	LinkFSPath
M	get	resolveName	LinkFSPath
M	get	sample	ClampedNormalFloat,HeightProvider,IntProvider,SampledFloat
M	get	search	Climate$RTree
M	get	test	SurfaceRules$Condition
M	get	unpack	MessageSignatureCache
M	get	valueFor	Palette
M	getBlock	getNext	StructurePiece$BlockSelector
M	getBlock	upgradeBlock	StatsCounterFix
M	getBlockEntities	getBlockEntitiesTagsConsumer	ClientboundLevelChunkPacketData
M	getBlockEntities	getRenderableBlockEntities	SectionRenderDispatcher$CompiledSection
M	getBlockEntity	getEntity	BlockInWorld
M	getBlockPos	asBlockPos	Node
M	getBlockPos	blockPosition	EntityAccess
M	getBlockPos	currentBlockPosition	PositionTracker
M	getBlockPos	getBlockAt	ChunkPos
M	getBlockPos	getBlockPosition	Camera
M	getBlockPos	getClickedPos	UseOnContext
M	getBlockPos	getPos	BlockInWorld
M	getBlockState	at	Aquifer$FluidStatus
M	getBlockState	createLegacyBlock	FluidState
M	getBlockState	debugPreliminarySurfaceLevel	NoiseBasedChunkGenerator
M	getBlockState	getBlock	BlockStateArgument
M	getBlockState	getBlockStateFor	DebugLevelSource
M	getBlockState	getState	BlockInWorld,BlockInput,BlockParticleOption,RailState,RuleBasedBlockStateProvider
M	getBoolean	getAsBoolean	GsonHelper
M	getBuffer	byteBuffer	ByteBufferBuilder$Result
M	getBuffer	get	ChunkedSampleByteBuf
M	getBuffer	getImmediateDrawVertexBuffer	VertexFormat
M	getBuffer	vertexBuffer	MeshData
M	getBytes	asByteArray	NativeImage
M	getCapacity	getMaxInstancesPerChunk	MobCategory
M	getCenter	getCenterInAxis	ScreenRectangle
M	getCenter	getLocatorPosition	StructurePiece
M	getCenter	getSignHitboxCenterPosition	SignBlock
M	getCenter	pos	FoliagePlacer$FoliageAttachment
M	getComponentChanges	getComponentsPatch	ItemStack
M	getContainerSize	size	PalettedContainer$Strategy
M	getCount	count	ConcentricRingsStructurePlacement,CountConfiguration,RepeatingPlacement
M	getCount	getDefaultNumSpawns	Raid
M	getCount	getPositions	PlacementModifier
M	getCount	size	BinaryHeap
M	getDebugLineStrip	debugLineStrip	RenderType
M	getDependencies	asList	ChunkDependencies
M	getDescription	copyWithStyle	TrimPattern
M	getDescription	description	ReportReason,TelemetryEventType
M	getDescription	getDisplayName	BannerPatternItem,DiscFragmentItem
M	getDescription	getMessage	Minecraft$ChatStatus
M	getDescription	getName	Direction$AxisDirection
M	getDescription	title	BanReason
M	getDisplayName	getLevelName	LevelSummary
M	getDisplayName	getPackTitle	BuiltInPackSource
M	getDisplayName	getTabListDisplayName	PlayerInfo
M	getDisplayName	getTitle	Pack,PackSelectionModel$Entry
M	getDouble	getAsDouble	GsonHelper
M	getDroppedStacks	getDrops	Block,BlockBehaviour,BlockBehaviour$BlockStateBase
M	getEntitiesByClass	getEntitiesOfClass	EntityGetter
M	getFirstMatch	getRecipeFor	RecipeManager,RecipeManager$CachedCheck
M	getFrameU	getU	TextureAtlasSprite
M	getFrameV	getV	TextureAtlasSprite
M	getGridWidth	containerWidth	TelemetryEventWidget
M	getGui	gui	RenderType
M	getHardness	defaultDestroyTime	BlockBehaviour
