# Yarn → Mojmap 成员对照表（m413 gradlew mojmapMembers 生成，勿手改）
# 过滤：仅本仓源码出现过的标识符 × 名字确实变了的成员；列=种类(M/F)	Yarn名	Mojmap名	宿主类(样本)
M	water	waterBlockCheck	SurfaceRules
M	width	setWidth	PopupScreen$Builder
M	withAlpha	color	FastColor$ABGR32,FastColor$ARGB32
M	withAlpha	replaceAlpha	LoadingOverlay
M	world	createWorldSymlinkWarningScreen	NoticeWithLinkScreen
M	write	add	FileZipper
M	write	apply	SnbtToNbt$Filter
M	write	applyFilters	SnbtToNbt
M	write	createSettings	WorldBorder
M	write	downloadAndHash	HttpUtil
M	write	dumpValue	BiomeParametersDumpReport
M	write	encodeCap	TypedDataComponent$1
M	write	extractChunkData	ClientboundChunksBiomesPacket$ChunkBiomeData
M	write	insertText	EditBox
M	write	pack	ClientboundSetEntityDataPacket
M	write	purgeStaleAndWrite	HashCache
M	write	runStore	IOWorker
M	write	save	CommandHistory,HashCache$ProviderCache,Options
M	write	serialize	StoredUserEntry
M	write	serializeCap	ClientboundCommandsPacket$ArgumentNodeStub
M	write	storeStructureIfChanged	SnbtToNbt
M	write	toNetwork	ShapedRecipe$Serializer,ShapelessRecipe$Serializer,SimpleCookingSerializer,SmithingTransformRecipe$Serializer,SmithingTrimRecipe$Serializer
M	write	writeBytes	NetworkDataOutputStream
M	write	writeIfNeeded	CachedOutput
M	write	writeLegacyString	LegacyProtocolUtils
M	write	writeNamedTag	CompoundTag
M	write	writeNodeArray	Path
M	write	writeToChannel	NativeImage
M	write	writeToStream	MerchantOffer,Node
M	write	writeUnnamedTagWithFallback	NbtIo
M	writeNbt	addAdditionalSaveData	FoodData,ItemBasedSteering,StructurePiece
M	writeNbt	addSaveData	Abilities
M	writeNbt	addToTag	LockCode
M	writeNbt	save	BaseCommandBlock,BaseSpawner,Inventory,MobEffectInstance,Raid,SavedData
M	writeNbt	saveAdditional	BlockEntity
M	writeNbt	saveAllItems	ContainerHelper
M	writeNbt	saveWithoutId	Entity
M	writeNbt	write	RecipeBookSettings,WorldBorder$Settings
M	writeString	writeUtf	FriendlyByteBuf
M	x	setX	LocationPredicate$Builder
M	y	setY	LocationPredicate$Builder
M	y	vertical	DistancePredicate
M	z	setZ	LocationPredicate$Builder
M	zero	current	WorldCoordinates
